JOB_TITLE,Years_Of_Service,Age,Gender,Race,ObjectID,CreationDate,Creator,EditDate,Editor
Police Officer,7,33,Male,Hispanic/Latino,1494,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,30,Male,White,1495,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,30,Male,White,1496,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,30,Male,White,1497,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,29,Male,White,1498,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,29,Male,Hispanic/Latino,1499,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,29,Male,Black/African American,1500,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,32,Male,Black/African American,1501,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,31,Male,White,1502,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Chief Criminalist,7,60,Female, ,1503,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,8,35,Female,Black/African American,1504,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,7,50,Male,White,1505,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Supervisor,7,47,Female, ,1506,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Officer-Senior,7,46,Male,White,1507,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,7,30,Female,White,1508,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Officer,7,42,Male,Black/African American,1509,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,7,30,Female,White,1510,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,,49,Female, ,1511,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,43,Male,Black/African American,1512,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,38,Male,Black/African American,1513,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,36,Male,White,1514,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,36,Female,Black/African American,1515,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,36,Male,White,1516,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,34,Male,White,1517,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,34,Female,White,1518,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,33,Female,White,1519,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,33,Male,Black/African American,1520,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,33,Male,Black/African American,1521,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,32,Male,White,1522,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,30,Male,Hispanic/Latino,1523,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,30,Male,White,1524,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,29,Male,White,1525,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,29,Male,White,1526,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
311 Contact Cte Prog Analyst,7,34,Female,White,1527,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,7,32,Female,White,1528,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,30,Male,White,1529,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Office Assistant V,6,53,Female,White,1530,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,43,Male,Hispanic/Latino,1531,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,35,Male,White,1532,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,6,31,Female,White,1533,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Support Technician,6,29,Female,White,1534,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,6,31,Female,White,1535,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,6,32,Female,White,1536,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,39,Male,White,1537,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,33,Male,White,1538,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,30,Male,White,1539,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,30,Male,White,1540,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,30,Male,White,1541,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,6,27,Female, ,1542,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Bus Systems Spec Intrm,6,28,Female, ,1543,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Community Relations Spec,6,55,Female,White,1544,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,31,Male,Black/African American,1545,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,31,Male,White,1546,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,30,Male,White,1547,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,30,Male,White,1548,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,29,Male,White,1549,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,28,Male,White,1550,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,28,Male,Asian / Pacific Islander,1551,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Bus Systems Spec Lead,6,54,Female, ,1552,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer II,6,49,Female,White,1553,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,45,Female,White,1554,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,44,Male,White,1555,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,33,Male,White,1556,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,33,Male,White,1557,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,32,Male,White,1558,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,31,Male,White,1559,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,31,Male,Hispanic/Latino,1560,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,31,Male,White,1561,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,29,Male,Black/African American,1562,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,29,Male,White,1563,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,29,Male,White,1564,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,28,Male,White,1565,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,28,Female,White,1566,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer II,6,40,Female,Black/African American,1567,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Veterinary Technician,6,37,Female,White,1568,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Crime Scene Technician,6,33,Female,Black/African American,1569,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,6,52,Male,Black/African American,1570,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Property Control Tech,6,33,Female,Black/African American,1571,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,25,54,Male,White,1572,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,47,Male,White,1573,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,16,41,Male,White,1574,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,16,42,Male,White,1575,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,13,37,Male,White,1576,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,12,36,Male,White,1577,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,11,43,Male,White,1578,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,11,49,Male,White,1579,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,11,42,Female,White,1580,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,10,38,Male,Asian / Pacific Islander,1581,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,9,60,Male,White,1582,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,8,51,Male,Hispanic/Latino,1583,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,45,Male,White,1584,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,7,35,Male,White,1585,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,49,Male,White,1586,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,56,Male,Black/African American,1587,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,45,Female,White,1588,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,38,Male,Hispanic/Latino,1589,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,52,Female,Hispanic/Latino,1590,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,6,29,Female,White,1591,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Data Analytics Specialist,6,35,Female,White,1592,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,34,Male,White,1593,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,6,33,Male,White,1594,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Property Control Supv,6,54,Male,White,1595,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,50,Male,Hispanic/Latino,1596,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,44,Male,Black/African American,1597,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,40,Male,White,1598,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,5,40,Male,White,1599,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,39,Male,White,1600,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,39,Male,American Indian/Alaska Native,1601,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,39,Male,White,1602,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,36,Female,White,1603,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,35,Male,Asian / Pacific Islander,1604,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,35,Female,White,1605,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,35,Female,White,1606,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,34,Male,White,1607,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,34,Male,Not Specified,1608,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,5,33,Male,White,1609,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,33,Male,White,1610,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,33,Male,White,1611,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,32,Male,White,1612,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,31,Male, ,1613,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1614,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1615,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1616,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1617,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,Black/African American,1618,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,Black/African American,1619,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1620,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1621,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,29,Male,White,1622,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,29,Male,White,1623,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,5,29,Male,Not Specified,1624,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,28,Male,Not Specified,1625,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,28,Male,White,1626,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,28,Male,White,1627,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,5,34,Female,Hispanic/Latino,1628,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,32,Female,Black/African American,1629,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Business Services Mgr,5,51,Female, ,1630,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,39,Female,Black/African American,1631,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,31,Female,2 or More,1632,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,28,Female, ,1633,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Office Assistant IV,5,53,Female,Black/African American,1634,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,47,Female,White,1635,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Latent Fingerprint Examiner,5,44,Male,White,1636,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Officer-Senior,5,33,Male,White,1637,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Support Technician,5,52,Female, ,1638,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Kennel Attendant,5,30,Male,Black/African American,1639,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer II,5,29,Male,White,1640,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,29,Female,White,1641,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,38,Male,White,1642,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,38,Male,Black/African American,1643,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,37,Male,Asian / Pacific Islander,1644,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,36,Male,Black/African American,1645,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,35,Female,Black/African American,1646,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Trainee,5,31,Male,White,1647,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,31,Female,White,1648,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,Hispanic/Latino,1649,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1650,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,29,Female,White,1651,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,29,Male,White,1652,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,29,Male,White,1653,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,28,Female,White,1654,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,28,Female,White,1655,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,28,Male,White,1656,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,27,Male,Hispanic/Latino,1657,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,27,Male,Hispanic/Latino,1658,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,27,Male,White,1659,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,27,Male,White,1660,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,38,Female,White,1661,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,38,Female,White,1662,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Crime Scene Technician,5,33,Female,Black/African American,1663,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,32,Female,White,1664,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer II,5,64,Female,Black/African American,1665,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Support Technician,5,50,Female,Black/African American,1666,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Adminstrative Services Manager,5,49,Female, ,1667,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,44,Male,White,1668,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Criminalist DNA Analyst,5,41,Male,White,1669,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Crime Scene Technician,5,37,Female,Black/African American,1670,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Criminalist Firearms Toolmarks,5,36,Female,White,1671,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,34,Male,White,1672,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,5,27,Male,White,1673,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Data Analytics Specialist,5,44,Male,White,1674,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Records Technician,5,67,Female,White,1675,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,5,40,Male,Hispanic/Latino,1676,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,5,31,Female,White,1677,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,41,Female,White,1678,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,38,Male,Black/African American,1679,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,37,Male,Black/African American,1680,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,35,Female,White,1681,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,34,Male,White,1682,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,33,Male,White,1683,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,32,Female,Not Specified,1684,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1685,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1686,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,30,Male,White,1687,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,29,Male,White,1688,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,5,28,Male,White,1689,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
